rater_id,score_variable,score,count,proportion
rater_25,Conventions,4,4,0.14814814814814814
rater_25,Conventions,5,0,0.0
rater_25,Grammar,1,0,0.0
rater_25,Grammar,2,7,0.25925925925925924
rater_25,Grammar,3,12,0.4444444444444444
rater_25,Grammar,4,8,0.2962962962962963
rater_25,Grammar,5,0,0.0
rater_25,Overall,1,0,0.0
rater_25,Overall,2,1,0.037037037037037035
rater_25,Overall,3,22,0.8148148148148148
rater_25,Overall,4,4,0.14814814814814814
rater_25,Overall,5,0,0.0
rater_25,Phraseology,1,0,0.0
rater_25,Phraseology,2,5,0.18518518518518517
rater_25,Phraseology,3,11,0.4074074074074074
rater_25,Phraseology,4,11,0.4074074074074074
rater_25,Phraseology,5,0,0.0
rater_25,Syntax,1,0,0.0
rater_25,Syntax,2,1,0.037037037037037035
rater_25,Syntax,3,13,0.48148148148148145
rater_25,Syntax,4,11,0.4074074074074074
rater_25,Syntax,5,2,0.07407407407407407
rater_25,Vocabulary,1,0,0.0
rater_25,Vocabulary,2,2,0.07407407407407407
rater_25,Vocabulary,3,19,0.7037037037037037
rater_25,Vocabulary,4,6,0.2222222222222222
rater_25,Vocabulary,5,0,0.0
rater_26,Cohesion,1,4,0.020100502512562814
rater_26,Cohesion,2,22,0.11055276381909548
rater_26,Cohesion,3,92,0.4623115577889447
rater_26,Cohesion,4,71,0.35678391959798994
rater_26,Cohesion,5,10,0.05025125628140704
rater_26,Conventions,1,2,0.010050251256281407
rater_26,Conventions,2,67,0.33668341708542715
rater_26,Conventions,3,78,0.39195979899497485
rater_26,Conventions,4,45,0.22613065326633167
rater_26,Conventions,5,7,0.035175879396984924
rater_26,Grammar,1,3,0.01507537688442211
rater_26,Grammar,2,78,0.39195979899497485
rater_26,Grammar,3,62,0.31155778894472363
rater_26,Grammar,4,46,0.23115577889447236
rater_26,Grammar,5,10,0.05025125628140704
rater_26,Overall,1,2,0.010050251256281407
rater_26,Overall,2,46,0.23115577889447236
rater_26,Overall,3,107,0.5376884422110553
rater_26,Overall,4,37,0.18592964824120603
rater_26,Overall,5,7,0.035175879396984924
rater_26,Phraseology,1,2,0.010050251256281407
rater_26,Phraseology,2,31,0.15577889447236182
rater_26,Phraseology,3,127,0.6381909547738693
rater_26,Phraseology,4,38,0.19095477386934673
rater_26,Phraseology,5,1,0.005025125628140704
rater_26,Syntax,1,3,0.01507537688442211
rater_26,Syntax,2,60,0.3015075376884422
rater_26,Syntax,3,113,0.5678391959798995
rater_26,Syntax,4,19,0.09547738693467336
rater_26,Syntax,5,4,0.020100502512562814
rater_26,Vocabulary,1,2,0.010050251256281407
rater_26,Vocabulary,2,14,0.07035175879396985
rater_26,Vocabulary,3,161,0.8090452261306532
rater_26,Vocabulary,4,22,0.11055276381909548
rater_26,Vocabulary,5,0,0.0
rater_27,Cohesion,1,17,0.028960817717206135
rater_27,Cohesion,2,159,0.2708688245315162
rater_27,Cohesion,3,319,0.5434412265758092
rater_27,Cohesion,4,75,0.12776831345826234
rater_27,Cohesion,5,17,0.028960817717206135
rater_27,Conventions,1,3,0.005110732538330494
rater_27,Conventions,2,32,0.054514480408858604
rater_27,Conventions,3,234,0.3986371379897785
rater_27,Conventions,4,297,0.5059625212947189
rater_27,Conventions,5,21,0.03577512776831346
rater_27,Grammar,1,5,0.008517887563884156
rater_27,Grammar,2,65,0.11073253833049404
rater_27,Grammar,3,231,0.393526405451448
rater_27,Grammar,4,247,0.42078364565587734
rater_27,Grammar,5,39,0.06643952299829642
rater_27,Overall,1,4,0.0068143100511073255
rater_27,Overall,2,104,0.17717206132879046
rater_27,Overall,3,358,0.6098807495741057
rater_27,Overall,4,115,0.19591141396933562
rater_27,Overall,5,6,0.010221465076660987
rater_27,Phraseology,1,1,0.0017035775127768314
rater_27,Phraseology,2,154,0.262350936967632
rater_27,Phraseology,3,281,0.4787052810902896
rater_27,Phraseology,4,137,0.23339011925042588
rater_27,Phraseology,5,14,0.02385008517887564
rater_27,Syntax,1,5,0.008517887563884156
rater_27,Syntax,2,96,0.1635434412265758
rater_27,Syntax,3,282,0.4804088586030664
rater_27,Syntax,4,191,0.32538330494037476
rater_27,Syntax,5,13,0.022146507666098807
rater_27,Vocabulary,1,1,0.0017035775127768314
rater_27,Vocabulary,2,230,0.39182282793867124
rater_27,Vocabulary,3,256,0.43611584327086883
rater_27,Vocabulary,4,94,0.16013628620102216
rater_27,Vocabulary,5,6,0.010221465076660987
rater_3,Cohesion,1,10,0.03076923076923077
rater_3,Cohesion,2,43,0.13230769230769232
rater_3,Cohesion,3,177,0.5446153846153846
rater_3,Cohesion,4,80,0.24615384615384617
rater_3,Cohesion,5,15,0.046153846153846156
rater_3,Conventions,1,5,0.015384615384615385
rater_3,Conventions,2,45,0.13846153846153847
rater_3,Conventions,3,139,0.4276923076923077
rater_3,Conventions,4,118,0.3630769230769231
rater_3,Conventions,5,18,0.055384615384615386
rater_3,Grammar,1,17,0.052307692307692305
rater_3,Grammar,2,88,0.27076923076923076
rater_3,Grammar,3,146,0.4492307692307692
rater_3,Grammar,4,61,0.18769230769230769
rater_3,Grammar,5,13,0.04
rater_3,Overall,1,10,0.03076923076923077
rater_3,Overall,2,47,0.14461538461538462
rater_3,Overall,3,180,0.5538461538461539
rater_3,Overall,4,75,0.23076923076923078
rater_3,Overall,5,13,0.04
rater_3,Phraseology,1,18,0.055384615384615386
rater_3,Phraseology,2,89,0.27384615384615385
rater_3,Phraseology,3,153,0.4707692307692308
rater_3,Phraseology,4,55,0.16923076923076924
rater_3,Phraseology,5,10,0.03076923076923077
rater_3,Syntax,1,13,0.04
rater_3,Syntax,2,68,0.20923076923076922
rater_3,Syntax,3,177,0.5446153846153846
rater_3,Syntax,4,60,0.18461538461538463
rater_3,Syntax,5,7,0.021538461538461538
rater_3,Vocabulary,1,3,0.009230769230769232
rater_3,Vocabulary,2,23,0.07076923076923076
rater_3,Vocabulary,3,166,0.5107692307692308
rater_3,Vocabulary,4,109,0.3353846153846154
rater_3,Vocabulary,5,24,0.07384615384615385
rater_4,Cohesion,1,2,0.0032948929159802307
rater_4,Cohesion,2,102,0.16803953871499178
rater_4,Cohesion,3,285,0.4695222405271829
rater_4,Cohesion,4,200,0.32948929159802304
rater_4,Cohesion,5,18,0.029654036243822075
rater_4,Conventions,1,0,0.0
rater_4,Conventions,2,58,0.09555189456342669
rater_4,Conventions,3,269,0.443163097199341
rater_4,Conventions,4,251,0.4135090609555189
rater_4,Conventions,5,29,0.047775947281713346
rater_4,Grammar,1,4,0.006589785831960461
rater_4,Grammar,2,158,0.2602965403624382
rater_4,Grammar,3,282,0.4645799011532125
rater_4,Grammar,4,145,0.23887973640856672
rater_4,Grammar,5,18,0.029654036243822075
rater_4,Overall,1,0,0.0
rater_4,Overall,2,67,0.11037891268533773
rater_4,Overall,3,289,0.47611202635914335
rater_4,Overall,4,245,0.40362438220757824
rater_4,Overall,5,6,0.009884678747940691
rater_4,Phraseology,1,3,0.004942339373970346
rater_4,Phraseology,2,85,0.1400329489291598
rater_4,Phraseology,3,318,0.5238879736408567
rater_4,Phraseology,4,184,0.3031301482701812
rater_4,Phraseology,5,17,0.02800658978583196
rater_4,Syntax,1,8,0.013179571663920923
rater_4,Syntax,2,131,0.2158154859967051
rater_4,Syntax,3,347,0.57166392092257
rater_4,Syntax,4,119,0.19604612850082373
rater_4,Syntax,5,2,0.0032948929159802307
rater_4,Vocabulary,1,1,0.0016474464579901153
rater_4,Vocabulary,2,29,0.047775947281713346
rater_4,Vocabulary,3,296,0.4876441515650741
rater_4,Vocabulary,4,264,0.43492586490939045
rater_4,Vocabulary,5,17,0.02800658978583196
rater_5,Cohesion,1,2,0.008888888888888889
rater_5,Cohesion,2,25,0.1111111111111111
rater_5,Cohesion,3,115,0.5111111111111111
rater_5,Cohesion,4,46,0.20444444444444446
rater_5,Cohesion,5,37,0.16444444444444445
rater_5,Conventions,1,5,0.022222222222222223
rater_5,Conventions,2,26,0.11555555555555555
rater_5,Conventions,3,97,0.4311111111111111
rater_5,Conventions,4,64,0.28444444444444444
rater_5,Conventions,5,33,0.14666666666666667
rater_5,Grammar,1,10,0.044444444444444446
rater_5,Grammar,2,33,0.14666666666666667
rater_5,Grammar,3,104,0.4622222222222222
rater_5,Grammar,4,53,0.23555555555555555
rater_5,Grammar,5,25,0.1111111111111111
rater_5,Overall,1,5,0.022222222222222223
rater_5,Overall,2,22,0.09777777777777778
rater_5,Overall,3,119,0.5288888888888889
rater_5,Overall,4,64,0.28444444444444444
rater_5,Overall,5,15,0.06666666666666667
rater_5,Phraseology,1,4,0.017777777777777778
rater_5,Phraseology,2,26,0.11555555555555555
rater_5,Phraseology,3,113,0.5022222222222222
rater_5,Phraseology,4,56,0.24888888888888888
rater_5,Phraseology,5,26,0.11555555555555555
rater_5,Syntax,1,5,0.022222222222222223
rater_5,Syntax,2,44,0.19555555555555557
rater_5,Syntax,3,92,0.4088888888888889
rater_5,Syntax,4,54,0.24
rater_5,Syntax,5,30,0.13333333333333333
rater_5,Vocabulary,1,5,0.022222222222222223
rater_5,Vocabulary,2,33,0.14666666666666667
rater_5,Vocabulary,3,121,0.5377777777777778
rater_5,Vocabulary,4,47,0.2088888888888889
rater_5,Vocabulary,5,19,0.08444444444444445
rater_6,Cohesion,1,7,0.005239520958083832
rater_6,Cohesion,2,223,0.16691616766467066
rater_6,Cohesion,3,628,0.47005988023952094
rater_6,Cohesion,4,399,0.2986526946107784
rater_6,Cohesion,5,79,0.05913173652694611
rater_6,Conventions,1,10,0.0074850299401197605
rater_6,Conventions,2,187,0.13997005988023953
rater_6,Conventions,3,592,0.4431137724550898
rater_6,Conventions,4,492,0.36826347305389223
rater_6,Conventions,5,55,0.04116766467065868
rater_6,Grammar,1,12,0.008982035928143712
rater_6,Grammar,2,303,0.22679640718562874
rater_6,Grammar,3,580,0.4341317365269461
rater_6,Grammar,4,366,0.27395209580838326
rater_6,Grammar,5,75,0.0561377245508982
rater_6,Overall,1,2,0.0014970059880239522
rater_6,Overall,2,228,0.17065868263473055
rater_6,Overall,3,688,0.5149700598802395
rater_6,Overall,4,394,0.2949101796407186
rater_6,Overall,5,24,0.017964071856287425
rater_6,Phraseology,1,9,0.006736526946107785
rater_6,Phraseology,2,345,0.25823353293413176
rater_6,Phraseology,3,594,0.44461077844311375
rater_6,Phraseology,4,358,0.2679640718562874
rater_6,Phraseology,5,30,0.02245508982035928
rater_6,Syntax,1,25,0.0187125748502994
rater_6,Syntax,2,320,0.23952095808383234
rater_6,Syntax,3,606,0.4535928143712575
rater_6,Syntax,4,358,0.2679640718562874
rater_6,Syntax,5,27,0.020209580838323353
rater_6,Vocabulary,1,1,0.0007485029940119761
rater_6,Vocabulary,2,163,0.1220059880239521
rater_6,Vocabulary,3,713,0.5336826347305389
rater_6,Vocabulary,4,404,0.3023952095808383
rater_6,Vocabulary,5,55,0.04116766467065868
rater_7,Cohesion,1,38,0.03137902559867878
rater_7,Cohesion,2,379,0.3129644921552436
rater_7,Cohesion,3,545,0.4500412881915772
rater_7,Cohesion,4,225,0.18579686209744012
rater_7,Cohesion,5,24,0.01981833195706028
rater_7,Conventions,1,36,0.02972749793559042
rater_7,Conventions,2,291,0.2402972749793559
rater_7,Conventions,3,498,0.4112303881090008
rater_7,Conventions,4,291,0.2402972749793559
rater_7,Conventions,5,95,0.07844756399669695
rater_7,Grammar,1,19,0.01568951279933939
rater_7,Grammar,2,260,0.21469859620148637
rater_7,Grammar,3,641,0.5293146160198183
rater_7,Grammar,4,250,0.20644095788604458
rater_7,Grammar,5,41,0.033856317093311314
rater_7,Overall,1,10,0.008257638315441783
rater_7,Overall,2,232,0.1915772089182494
rater_7,Overall,3,654,0.5400495458298926
rater_7,Overall,4,262,0.21635012386457472
rater_7,Overall,5,53,0.04376548307184145
rater_7,Phraseology,1,23,0.018992568125516102
rater_7,Phraseology,2,413,0.34104046242774566
rater_7,Phraseology,3,586,0.4838976052848885
rater_7,Phraseology,4,176,0.1453344343517754
rater_7,Phraseology,5,13,0.010734929810074319
rater_7,Syntax,1,35,0.028901734104046242
rater_7,Syntax,2,275,0.22708505367464904
rater_7,Syntax,3,628,0.518579686209744
rater_7,Syntax,4,246,0.20313790255986788
rater_7,Syntax,5,27,0.022295623451692816
rater_7,Vocabulary,1,1,0.0008257638315441783
rater_7,Vocabulary,2,150,0.12386457473162675
rater_7,Vocabulary,3,667,0.550784475639967
rater_7,Vocabulary,4,341,0.2815854665565648
rater_7,Vocabulary,5,52,0.042939719240297276
rater_8,Cohesion,1,6,0.016713091922005572
rater_8,Cohesion,2,87,0.24233983286908078
rater_8,Cohesion,3,185,0.5153203342618384
rater_8,Cohesion,4,66,0.18384401114206128
rater_8,Cohesion,5,15,0.04178272980501393
rater_8,Conventions,1,5,0.013927576601671309
rater_8,Conventions,2,117,0.32590529247910865
rater_8,Conventions,3,160,0.4456824512534819
rater_8,Conventions,4,75,0.20891364902506965
rater_8,Conventions,5,2,0.005571030640668524
rater_8,Grammar,1,5,0.013927576601671309
rater_8,Grammar,2,102,0.2841225626740947
rater_8,Grammar,3,152,0.4233983286908078
rater_8,Grammar,4,92,0.2562674094707521
rater_8,Grammar,5,8,0.022284122562674095
rater_8,Overall,1,12,0.033426183844011144
rater_8,Overall,2,115,0.3203342618384401
rater_8,Overall,3,149,0.415041782729805
rater_8,Overall,4,68,0.1894150417827298
rater_8,Overall,5,15,0.04178272980501393
rater_8,Phraseology,1,6,0.016713091922005572
rater_8,Phraseology,2,96,0.26740947075208915
rater_8,Phraseology,3,162,0.45125348189415043
rater_8,Phraseology,4,83,0.23119777158774374
rater_8,Phraseology,5,12,0.033426183844011144
rater_8,Syntax,1,2,0.005571030640668524
rater_8,Syntax,2,129,0.3593314763231198
rater_8,Syntax,3,157,0.4373259052924791
rater_8,Syntax,4,58,0.1615598885793872
rater_8,Syntax,5,13,0.036211699164345405
rater_8,Vocabulary,1,1,0.002785515320334262
rater_8,Vocabulary,2,73,0.20334261838440112
rater_8,Vocabulary,3,177,0.49303621169916434
rater_8,Vocabulary,4,87,0.24233983286908078
rater_8,Vocabulary,5,21,0.0584958217270195
rater_9,Cohesion,1,6,0.008053691275167786
rater_9,Cohesion,2,196,0.26308724832214764
rater_9,Cohesion,3,440,0.5906040268456376
rater_9,Cohesion,4,98,0.13154362416107382
rater_9,Cohesion,5,5,0.006711409395973154
rater_9,Conventions,1,5,0.006711409395973154
rater_9,Conventions,2,358,0.48053691275167787
rater_9,Conventions,3,341,0.4577181208053691
rater_9,Conventions,4,40,0.053691275167785234
rater_9,Conventions,5,1,0.0013422818791946308
rater_9,Grammar,1,4,0.005369127516778523
rater_9,Grammar,2,318,0.4268456375838926
rater_9,Grammar,3,358,0.48053691275167787
rater_9,Grammar,4,63,0.08456375838926175
rater_9,Grammar,5,2,0.0026845637583892616
rater_9,Overall,1,5,0.006711409395973154
rater_9,Overall,2,324,0.4348993288590604
rater_9,Overall,3,337,0.45234899328859063
rater_9,Overall,4,72,0.09664429530201342
rater_9,Overall,5,7,0.009395973154362415
rater_9,Phraseology,1,2,0.0026845637583892616
rater_9,Phraseology,2,235,0.31543624161073824
rater_9,Phraseology,3,403,0.5409395973154363
rater_9,Phraseology,4,101,0.13557046979865772
rater_9,Phraseology,5,4,0.005369127516778523
rater_9,Syntax,1,14,0.01879194630872483
rater_9,Syntax,2,273,0.36644295302013424
rater_9,Syntax,3,390,0.5234899328859061
rater_9,Syntax,4,64,0.08590604026845637
rater_9,Syntax,5,4,0.005369127516778523
rater_9,Vocabulary,1,3,0.004026845637583893
rater_9,Vocabulary,2,117,0.15704697986577182
rater_9,Vocabulary,3,461,0.6187919463087248
rater_9,Vocabulary,4,156,0.20939597315436242
rater_9,Vocabulary,5,8,0.010738255033557046
